MonkeyNumberGroves,NumberIn96Edition,ReferenceFullSpecies,SuppressTaxa,SpeciesInNewGroves,sp_nov,ONly in IUCN,Superfamily,Suborder,Ifraorder,Family,Subfamily,Tribe,Genus,Subgenus,Species-group,Species,Subspecies,Describer,YearDescribed,LatinName
375,922,855,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mona,pogonias,pogonias,Bennett,1833,Cercopithecus pogonias pogonias
376,,855,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mona,pogonias,nigripes,Du Chaillu,1860,Cercopithecus pogonias nigripes
377,,855,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mona,pogonias,grayi,Fraser,1850,Cercopithecus pogonias grayi
508,941,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,verus,,van Beneden,1838,Procolobus verus 
510,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,schistaceus,,Hodgson,1841,Semnopithecus schistaceus
511,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,ajax,,Pocock,1928,Semnopithecus ajax
512,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,hector,,Pocock,1928,Semnopithecus hector
513,951,0,1,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,entellus,,Dufresne,1797,Semnopithecus entellus
515,,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,hypoleucos,,Blyth,1841,Semnopithecus hypoleucos
516,,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,dussumieri,,I.Geoffroy,1843,Semnopithecus dussumieri 
517,,1196,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,priam,priam,Blyth,1844,Semnopithecus priam priam
998,,1109,0,0,1,0,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Indriidae,,,Avahi,,,peyrierasi,sp. nov. # 3,Ed Louis,2007,Avahi peyrierasi sp. nov. # 3
999,,0,0,1,0,1,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Indriidae,,,Avahi,,,ramanantsoavanai,,Zaramody et al.,2006,Avahi ramanantsoavanai 
1000,,0,0,1,0,1,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Indriidae,,,Avahi,,,meridionalis,,Zaramody et al.,2006,Avahi meridionalis 
1001,,0,0,1,0,1,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Indriidae,,,Avahi,,,betsileo,,Andriantompohavana et al.,2007,Avahi betsileo 
1002,,0,1,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,, sp. nov. #5,,not yet described,,Ateles sp. nov. #5
1003,,0,0,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,sp. nov. #1,,not yet described,,Ateles sp. nov. #1 
1004,,0,0,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,sp. nov. #2,,not yet described,,Ateles sp. nov. #2 
1005,,0,0,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,sp. nov. #3,,not yet described,,Ateles sp. nov. #3 
1006,,0,0,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,sp. nov. #4,,not yet described,,Ateles sp. nov. #4 
1008,,0,0,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Lagothrix,,,sp. nov. #1,,not yet described,,Lagothrix sp. nov. #1 
1009,,0,0,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Lagothrix,,,sp. nov. #2,,not yet described,,Lagothrix sp. nov. #2
1010,,0,0,0,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Lagothrix,,,cruzlimai sp.nov.,,not yet described,,Lagothrix cruzlimai sp.nov.
1011,,0,1,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,seniculus,sp. nov. # 1,,not yet described,,Alouatta sp. nov. # 1
1012,,0,0,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Cacajao,,,sp. nov.,,not yet described,,Cacajao sp. nov. 
1013,,256,0,0,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Chiropotes,,,chiropotes,sp. nov.,not yet described,,Chiropotes chiropotes sp. nov.
1014,,692,1,0,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Chiropotes,,,israelita,sp. nov.,not yet described,,Chiropotes israelita sp. nov.
1015,,255,1,0,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Chiropotes,,,satanas,sp. nov.,not yet described,,Chiropotes satanas sp. nov.
1016,,0,1,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,pithecia,Surppressed,Linnaeus,1766,Pithecia pithecia Surppressed
1017,,285,1,0,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,torquatus,torquatus,sp. nov.,not yet described,,Callicebus torquatus sp. nov.
1018,,0,1,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,irrorata,Surppressed,Gray,1842,Pithecia irrorata Surppressed
1019,,0,1,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,,sp. nov. #2,,not yet described,,Callicebus sp. nov. #2 
1020,,687,1,0,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,torquatus,lugens,sp. nov.,not yet described,,Callicebus lugens sp. nov.
1021,,271,1,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,moloch,hoffmannsi,sp. nov.,not yet described,,Callicebus hoffmannsi sp. nov.
1022,,0,0,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Mico,,,sp. nov. #3,,not yet described,,Mico sp. nov. #3 
1023,,0,0,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Mico,,,sp. nov. #2,,not yet described,,Mico sp. nov. #2 
1024,,798,1,0,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,,fuscicollis,cruzlimai sp. Nov.,not yet described MVR,,Saguinus fuscicollis cruzlimai sp. Nov.
1025,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,,orientalis,,not yet described  MVR,,Saguinus orientalis
1026,,0,0,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,,sp. nov. #1,,not yet described MVR,,Saimiri sp. nov. #1 
1027,,0,1,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,,sp. nov. #2,,not yet described MVR,,Saimiri sp. nov. #2 
1031,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Cacajao,,,ayresi,,Jean Boubli et al.,2007,Cacajao ayresi 
1032,,0,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Cacajao,,,hosomi,,Jean P. Boubli et al,2007,Cacajao hosomi
1033,,855,0,0,1,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mona,pogonias,sp. nov. #1,Gautier et al.,1999,Cercopithecus pogonias sp. nov. #1
1034,,1034,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,salongo,,Van Den Audenaerde,1977,Cercopithecus salongo
1036,,0,1,0,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,sp. nova #1,Surppressed,Geoffroy St.-Hilaire,1850,Pithecia sp. nova #1 Surppressed
256,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Chiropotes,,,chiropotes,,Humboldt,1811,Chiropotes chiropotes
257,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Chiropotes,,,utahickae,,Hershkovitz,1985,Chiropotes utahickae 
258,851,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Chiropotes,,,albinasus,,I. Geoffroy & Deville,1848,Chiropotes albinasus 
259,854,260,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Cacajao,,,melanocephalus,melanocephalus,Humboldt,1812,Cacajao melanocephalus melanocephalus
260,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Cacajao,,,melanocephalus,,Spix,1823,Cacajao melanocephalus
261,853,909,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Cacajao,,,calvus,calvus,I. Geoffroy,1847,Cacajao calvus calvus
262,,909,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Cacajao,,,calvus,ucayalii,Thomas,1928,Cacajao calvus ucayalii
263,,909,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Cacajao,,,calvus,novaesi,Hershkovitz,1987,Cacajao calvus novaesi
265,831,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,donacophilus,modestus,,Lönnberg,1939,Callicebus modestus 
266,828,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,donacophilus,donacophilus,,d’Orbigny,1836,Callicebus donacophilus
267,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,donacophilus,pallescens,,Thomas,1907,Callicebus pallescens
268,834,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,donacophilus,olallae,,Lönnberg,1939,Callicebus olallae
269,833,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,donacophilus,oenanthe,,Thomas,1924,Callicebus oenanthe 
270,826,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,moloch,cinerascens,,Spix,1823,Callicebus cinerascens
271,830,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,moloch,hoffmannsi,,Thomas,1908,Callicebus hoffmannsi 
272,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,moloch,baptista,,Lönnberg,1939,Callicebus baptista
273,832,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,moloch,moloch,,Hoffmannsegg,1807,Callicebus moloch
274,824,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,moloch,brunneus,,Wagner,1842,Callicebus brunneus 
275,827,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,cupreus,cupreus,,Spix,1823,Callicebus cupreus 
276,,0,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,cupreus,ornatus,,Gray,1866,Callicebus ornatus 
277,835,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,personatus,personatus,,É. Geoffroy,1812,Callicebus personatus 
281,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,torquatus,medemi,,Hershkovitz,1963,Callicebus medemi
284,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,torquatus,regulus,,Thomas,1927,Callicebus regulus
285,836,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,torquatus,torquatus,,Hoffmannsegg,1807,Callicebus torquatus
286,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,torquatus,purinus,,Thomas,1927,Callicebus purinus
289,861,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,palliata,pigra,,Lawrence,1933,Alouatta pigra
290,860,826,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,palliata,palliata,palliata,Gray,1849,Alouatta palliata palliata
291,858,826,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,palliata,palliata,coibensis,Thomas,1902,Alouatta palliata coibensis
292,863,825,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,seniculus,seniculus,seniculus,Linnaeus,1766,Alouatta seniculus seniculus
293,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,seniculus,arctoidea,, Cabrera,1940,Alouatta arctoidea 
294,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,seniculus,juara,,Elliot,1910,Alouatta juara
295,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,seniculus,macconnelli,,Elliot,1910,Alouatta macconnelli 
296,862,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,seniculus,sara,,Elliot,1910,Alouatta sara 
298,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,seniculus,nigerrima,,Lönnberg,1941,Alouatta nigerrima
299,,824,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,seniculus,guariba,guariba,Humboldt,1812,Alouatta guariba guariba
300,,824,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,seniculus,guariba,clamitans,Cabrera,1940,Alouatta guariba clamitans
301,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,caraya,caraya,,Humboldt,1812,Alouatta caraya
303,869,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,paniscus,,Linnaeus,1758,Ateles paniscus
304,864,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,belzebuth,,É. Geoffroy,1806,Ateles belzebuth 
305,865,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,chamek,,Humboldt,1812,Ateles chamek 
306,,790,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,hybridus,hybridus,I. Geoffroy,1829,Ateles hybridus hybridus
307,868,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,marginatus,,É. Geoffroy,1809,Ateles marginatus
308,866,801,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,fusciceps,fusciceps,Gray,1866,Ateles fusciceps fusciceps
309,,801,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,fusciceps,rufiventris,Sclater,1872,Ateles fusciceps rufiventris
310,,787,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,geoffroyi,yucatanensis,Kellogg & Goldman,1944,Ateles geoffroyi yucatanensis
311,,787,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,geoffroyi,vellerosus,Gray,1866,Ateles geoffroyi vellerosus
312,867,787,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,geoffroyi,geoffroyi,Kuhl,1820,Ateles geoffroyi geoffroyi
313,,787,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,geoffroyi,ornatus,Gray,1870,Ateles geoffroyi ornatus
314,,787,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,geoffroyi,grisescens,Gray,1866,Ateles geoffroyi grisescens
315,872,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Brachyteles,,,arachnoides,,É. Geoffroy,1806,Brachyteles arachnoides
316,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Brachyteles,,,hypoxanthus,,Kuhl,1820,Brachyteles hypoxanthus 
317,871,1382,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Lagothrix,,,lagothricha,lagothricha,Humboldt,1812,Lagothrix lagothricha lagothricha
318,,1382,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Lagothrix,,,lagothricha,cana,É. Geoffroy,1812,Lagothrix lagothricha cana
319,,802,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Lagothrix,,,cana,tschudii,Pucheran,1857,Lagothrix cana tschudii
320,,1382,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Lagothrix,,,lagothricha,lugens,Elliot,1907,Lagothrix lagothricha lugens
321,,1382,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Lagothrix,,,lagothricha,poeppigii,Schinz,1844,Lagothrix lagothricha poeppigii
322,870,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Oreonax,,,flavicauda,,Humboldt,1812,Oreonax flavicauda 
331,901,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Allenopithecus,,,nigroviridis,,Pocock,1907,Allenopithecus nigroviridis 
332,902,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Miopithecus,,,talapoin,,Schreber,1774,Miopithecus talapoin 
333,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Miopithecus,,,ogouensis,,Kingdon,1997,Miopithecus ogouensis 
334,903,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Erythrocebus,,,patas,,Schreber,1775,Erythrocebus patas
335,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Chlorocebus,,,sabaeus,,Linnaeus,1766,Chlorocebus sabaeus 
336,904,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,aethiops,,Linnaeus,1758,Cercopithecus aethiops 
337,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Chlorocebus,,,djamdjamensis,,Neumann,1902,Chlorocebus djamdjamensis
338,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Chlorocebus,,,tantalus,,Ogilby,1841,Chlorocebus tantalus 
339,,817,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Chlorocebus,,,tantalus,budgetti,Pocock,1907,Chlorocebus tantalus budgetti
340,,817,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Chlorocebus,,,tantalus,marrensis,Thomas & Hinton,1923,Chlorocebus tantalus marrensis
341,,695,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Chlorocebus,,,pygerythrus,hilgerti,Neumann,1902,Chlorocebus pygerythrus hilgerti
342,,695,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Chlorocebus,,,pygerythrus,excubitor,Schwarz,1926,Chlorocebus pygerythrus excubitor
343,,695,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Chlorocebus,,,pygerythrus,nesiotes,Schwarz,1926,Chlorocebus pygerythrus nesiotes
344,,695,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Chlorocebus,,,pygerythrus,rufoviridis,I. Geoffroy,1842,Chlorocebus pygerythrus rufoviridis
345,,695,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Chlorocebus,,,pygerythrus,pygerythrus,F. Cuvier,1821,Chlorocebus pygerythrus pygerythrus
346,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Chlorocebus,,,cynosuros,,Scopoli,1786,Chlorocebus cynosuros 
347,912,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,dryas,dryas,,Schwarz,1932,Cercopithecus dryas 
348,910,831,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,diana,diana,diana,Linnaeus,1758,Cercopithecus diana diana
349,,831,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,diana,diana,roloway,Schreber,1774,Cercopithecus diana roloway
350,920,828,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,nictitans,nictitans,Linnaeus,1766,Cercopithecus nictitans nictitans
351,,828,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,nictitans,martini,Waterhouse,1838,Cercopithecus nictitans martini
352,917,839,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,mitis,mitis,Wolf,1822,Cercopithecus mitis mitis
353,,839,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,mitis,heymansi,Colyn & Verheyen,1987,Cercopithecus mitis heymansi
354,,839,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,mitis,schoutedeni,Schwarz,1928,Cercopithecus mitis schoutedeni
378,,855,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mona,pogonias,schwarzianus,Schouteden,1946,Cercopithecus pogonias schwarzianus
379,929,855,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mona,pogonias,wolfi,Meyer,1891,Cercopithecus pogonias wolfi
380,,855,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mona,pogonias,pyrogaster,Lönnberg,1919,Cercopithecus pogonias pyrogaster
381,,855,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mona,pogonias,elegans,Dubois & Matschie,1912,Cercopithecus pogonias elegans
382,,855,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mona,pogonias,denti,Thomas,1907,Cercopithecus pogonias denti
383,921,856,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,petaurista,petaurista,Schreber,1774,Cercopithecus petaurista petaurista
