MonkeyNumberGroves,NumberIn96Edition,ReferenceFullSpecies,SuppressTaxa,SpeciesInNewGroves,sp_nov,ONly in IUCN,Superfamily,Suborder,Ifraorder,Family,Subfamily,Tribe,Genus,Subgenus,Species-group,Species,Subspecies,Describer,YearDescribed,LatinName
1086,,0,1,1,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,vanzolinii,Suppressed,Herskowitz P,1987,Pithecia vanzolinii Suppressed
1087,,0,1,0,0,0,,,,,,,,,,,,,,  
1088,,0,0,1,0,1,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Lemuridae,,,Eulemur,,,rufifrons,,Bennett,1833,Eulemur rufifrons 
1089,,,1,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,pithecia,Suppressed,Linnaeus,1766,Pithecia pithecia Suppressed
1090,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Mico,,,rondôni,,Stephen F. Ferrari & Leonardo Sena & Maria Paula C. Schneider & José S. Silva Júnior,2010,Mico rondôni
1091,,0,1,0,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,monachus,Surppressed,É. Geoffroy,1812,Pithecia monachus Surppressed
1092,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,,,Pithecia,,,irrorata,,Gray,1842,Pithecia irrorata
1093,,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,obscurus,phayrei,,Blyth,1847,Trachypithecus phayrei 
1094,,338,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Chlorocebus,,,tantalus,tantalus,Linnaeus,1758,Chlorocebus tantalus tantalus
1095,,614,1,0,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hoolock,,,leuconedys,leuconedys,Groves,1967,Hoolock leuconedys leuconedys
1096,,0,0,1,0,1,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,margotmarshae,,Louis EE et al,2008,Microcebus margotmarshae 
1097,,0,0,1,0,0,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,arnholdi,,Louis EE et al,2008,Microcebus arnholdi 
1098,,1098,0,1,1,0,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Galagidae,,,Galagoides,,,sp. nov. #2,,not described,,Galagoides sp. nov. #2
1099,,0,1,1,0,1,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Lemuridae,,,Eulemur,,,rufus,,Bennett,1833,Eulemur rufus 
1100,,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,,chrysomelas,,Müller,1838,Presbytis chrysomelas 
1101,,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,Homininae,,Hylobates,,,agilis,,F. Cuvie,1821,Hylobates agilis 
1102,,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,,femoralis,,Martin,1938,Presbytis femoralis 
1103,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,,melalophos,,Müller & Schlegel,1841,Presbytis melalophos 
1104,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,,siamensis,,Miller,1903,Presbytis siamensis 
1105,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,,phayrei,,Blyth,1847,Trachypithecus phayrei
1106,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,,obscurus,,Thomas & Wroughton,1909,Trachypithecus obscurus 
1107,,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,pennantii,,Waterhouse,1838,Procolobus pennantii 
1108,,82,0,0,0,0,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Lorisidae,Lorisinae,,Nycticebus,,,coucang,natunae,Chasen,1935,Nycticebus coucang natunae
1109,,0,0,1,0,1,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Indriidae,,,Avahi,,,peyrierasi,,Zaramody et al.,2006,Avahi peyrierasi 
1110,,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,,Lophocebus,,,albigena,,Gray,1850,Lophocebus albigena
1111,,0,1,0,0,0,,,,,,,,,,,,,,  
1112,,0,1,0,0,0,,,,,,,,,,,,,,  
1113,,798,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,,fuscicollis,mura,Fabio Röhe & José de Sou sa e Silva Jr & Ricard o Sampai o & Anthon y B. Rylands,2009,Saguinus fuscicollis mura
1114,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,,sp. nov.,,,,Saguinus sp. nov.
1115,,260,1,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Cacajao,,,melanocephalus,ouakary,Spix,1823,Cacajao melanocephalus ouakary
1116,,930,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,cristatus,germaini,germaini,Milne-Edwards,1876,Trachypithecus germaini germaini
1117,,849,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,cristatus,cristatus,caudalis,Dao Van Tien,1977,Trachypithecus cristatus caudalis
1118,,849,0,0,1,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,cristatus,cristatus,selangorensis,"Roos,C, Nadler, T, Walter, L",2008,Trachypithecus cristatus selangorensis
1119,,,0,0,1,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,lomamiensis,,"JA Hart, KM Detwiler, CC Gilbert, AS Burrell, JL Fuller, M Emetshu, TB Hart, A Vosper, EJ Sargis, AJ Tosi",2012,Cercopithecus lomamiensis
1120,,1106,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,,obscurus,shanicus,Wroughton,1917,Trachypithecus obscurus shanicus
1121,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Mandrillus,,,leucophaeus,,F. Cuvier,1807,Mandrillus leucophaeus
1122,,870,0,0,0,1,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Galagidae,,,Otolemur,,,crassicaudatus,monteiri,Bartlett,1863,Otolemur crassicaudatus monteiri
1123,,1123,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,foai,,Pousargues,1899,Procolobus foai
1124,,884,0,0,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Pan,,,troglodytes,vellerosus,,,Pan troglodytes vellerosus
1125,,,0,1,1,0,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,sp. nov. #2,,,,Microcebus sp. nov. #2
1126,,,0,0,1,0,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,sp. nov. #3,,,,Microcebus sp. nov. #3
1127,,,0,1,0,0,Ceboidea,Suborder Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,,caquetensis,,Defler et al,2010,Callicebus caquetensis
1128,,,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Rhinopithecus,,,strykeri,,"Geissmann, et al",2010,Rhinopithecus strykeri
1129,,,0,1,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Nomascus,,,annamensis,,"Thinh, VN. Mootnick, AR. Thanh, VN. Nadler, T. Roos, C.",2010,Nomascus annamensis
1130,,0,0,1,0,1,Genera and Species of Tarsiidae,Haplorrhini,Tarsiiformes,Tarsiidae,,,Tarsius,,,wallacei,,"Stefan Merker, Christine Driller, Hadi Dahruddin, Wirdateti, Walberto Sinaga, Dyah Perwitasari-Farajallah, Myron Shekelle",2010,Tarsius wallacei
1131,,,0,1,0,0,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Tarsius,,,fuscus,,Fischer,1804,Tarsius fuscus
1132,,,0,1,0,0,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Cephalopachus,,,bancanus,,Swainson,1835,Cephalopachus bancanus
1133,,,1,1,0,0,Superfamily Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Carlito,,,syrichta,,"Groves CP, Shekelle, M",2010,Carlito syrichta
1134,,,0,0,1,0,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Phaner,,,sp. nov. #1,,"Louis, E, Mittermeier, RA et al",,Phaner sp. nov. #1
1135,,,1,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,,Theropithecus,,,gelada,,Rüppell,1835,Theropithecus gelada
1136,,,0,0,1,0,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Mirza,,,sp. nova,,,,Mirza sp. nova
1137,,,0,0,1,0,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Galagidae,,,Galagoides,,,sp. nov. #3,,,,Galagoides sp. nov. #3
1138,,,1,0,1,0,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,sp. nov. #4,,Undescribed taxon,,Microcebus sp. nov. #4
1139,,,1,0,1,0,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,sp. nov. #5,,Undescribed taxon,,Microcebus sp. nov. #5
1149,,,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,,Allochrocebus,,,preussi,,Matschie,1898,Allochrocebus preussi
1150,,,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,waldroni,,Hayman,1936,Procolobus waldroni
1151,,,1,1,0,0, Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,,Procolobus,,,epieni,,Grubb & Powell,1999,Procolobus epieni
1152,,,1,0,1,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,,Cercopithecus,,,pogonias,sp nova,,,Cercopithecus pogonias sp nova
1153,,,0,1,0,1,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Lepilemuridae,,,Lepilemur,,,hollandorum,,Ramaromilanto et al,2009,Lepilemur hollandorum
1154,,,0,1,0,0,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Galagidae,,,Sciurocheirus,,, cameronensis,,Peters,1876,Sciurocheirus cameronensis
1155,,,1,0,0,0,Cheirogaleoidea,Prosimi/Strepsirrhini,Lermuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,sp nov #4,,,,Microcebus sp nov #4
1156,,,1,0,1,0,Lorisoidea,Prosimi/Strepsirrhini,Lorisiformes,Galagidae,,,Otolemur,,,sp. nov.,,,,Otolemur sp. nov.
1157,,,0,0,1,0,Lorisoidea,Prosimi/Strepsirrhini,Lorisiformes,Galagidae,,,Otolemur,,,crassicaudatus,sp. nov.,,,Otolemur crassicaudatus sp. nov.
1158,,,0,0,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae	,Atelinae,,Ateles,,,sp. indet.,,,,Ateles sp. indet.
1159,,,1,0,1,0,Lemuroidea,Prosimi/Strepsirhini,Lemuriformes,Lepilemuridae (Megaladapidae),,,Lepilemur,,,sp. nov.,,,,Lepilemur sp. nov.
1160,,,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,isabela,,Marsh LK,2014,Pithecia isabela
1161,,,1,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,boliviensis,Surppressed,Laura K Marsh,2012,Pithecia boliviensis Surppressed
1162,,,1,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,jamarii,Surppressed,Laura K Marsh,,Pithecia jamarii Surppressed
1163,,,1,0,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,,sp. nov. # 2,,,,Aotus sp. nov. # 2
1164,,,1,0,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,,sp. nov. #4,,,,Callicebus sp. nov. #4
1165,,,0,0,1,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Platyrrhini,Atelinae,,Alouatta,,,sp. nov. # 2,,,,Alouatta sp. nov. # 2
1166,,1063,0,0,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Gorilla,,,beringei,beringei Rwanda/DRC population,Matschie,1903,Gorilla beringei beringei Rwanda/DRC population
1167,,,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,,Cercopithecus,,mitis,nictitans,insolitus,,,Cercopithecus nictitans insolitus
1168,,,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,,Cercopithecus,,mitis,nictitans,ludio,,,Cercopithecus nictitans ludio
1169,,,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,,Cercopithecus,,mitis,nictitans,stampflii,,,Cercopithecus nictitans stampflii
1170,,129,0,0,1,0,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Tarsius,,,tarsier (spectrum),Kendari acoustic form,,,Tarsius tarsier (spectrum) Kendari acoustic form
1171,,,0,1,1,0,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Tarsius,,,spectrumgurskyae,,"Shekelle M, Groves CP,  Maryanto I, Mittermeier RA.",2017,Tarsius spectrumgurskyae
1172,,129,0,0,1,0, Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Tarsius,,,tarsier (spectrum),Desa Ara acoustic form,,,Tarsius tarsier (spectrum) Desa Ara acoustic form
1173,,,0,0,0,0,Lorisoidea,Prosimi/Strepsirrhini,Lorisiformes,Galagidae,,,Galagoides,,,demidovii,medius,Thomas,1915,Galagoides demidovii medius
1174,,,0,0,0,0,Lorisoidea,Prosimi/Strepsirrhini,Lorisiformes,Galagidae,,,Otolemur,,,crassicaudatus,argentatus,,,Otolemur crassicaudatus argentatus
1175,,,0,1,0,0,Lorisoidea,Prosimi/Strepsirrhini,Lorisiformes,Lorisidae,Lorisinae,,Nycticebus,,,kayan,,"Munds, Nekaris & Ford", 2013,Nycticebus kayan
1176,,,0,1,0,0,Lorisoidea,Prosimi/Strepsirrhini,Lorisiformes,Lorisidae,Lorisinae,,Nycticebus,,,bancanus,,"Munds, Nekaris & Ford",2013,Nycticebus bancanus
1177,,,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,albogularis,,1831,Sykes,Cercopithecus albogularis
1178,,,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,mitis,Groves,1822,Wolf,Cercopithecus mitis Groves
1179,,,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,kandti,,1905,Matschie,Cercopithecus kandti
1180,,,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,doggetti,,1907,Pocock,Cercopithecus doggetti
1181,,,0,1,0,0,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Lorisidae,Perodicticinae,,Perodicticus,,,edwardsi,,1879,Bouvier,Perodicticus edwardsi
1182,,,1,1,0,0,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Lorisidae,Perodicticinae,,Perodicticus,,,ibeanus DO NOT USE,,1910,Thomas,Perodicticus ibeanus DO NOT USE
1183,,,1,1,0,0,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Cephalopachus,,,bancanus,,1821,Horsfield,Cephalopachus bancanus
1184,,,0,1,0,0,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Carlito,,,syrichta,,1758,Linnaeus,Carlito syrichta
1185,,,0,1,0,0,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Lorisidae,Perodicticinae,,Perodicticus,,,ibeanus,,1910,Thomas,Perodicticus ibeanus
1186,,,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Colobus,,,angolensis,sharpei,1902,Thomas,Colobus angolensis sharpei
1187,,1195,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,hypoleucos,iulus,1928,Pocock,Semnopithecus hypoleucos iulus
1188,,1195,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,hypoleucos,hypoleucos,,,Semnopithecus hypoleucos hypoleucos
1189,,1195,1,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,hypoleucos,achates,,,Semnopithecus hypoleucos achates
1190,,,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,johnii,,1829,Fischer,Semnopithecus johnii
1191,,,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,,mauritius,,,,Trachypithecus mauritius
1192,,,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,,selangorensis,,,,Trachypithecus selangorensis
1193,,1195,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,hypoleucos,achates,Pocock,1928,Semnopithecus hypoleucos achates
1194,,1196,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,priam,anchises,Blyth,1844,Semnopithecus priam anchises
1195,,,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,hypoleucos,,Blyth	,1841,Semnopithecus hypoleucos
1196,,,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,priam,,Blyth,1844,Semnopithecus priam
1197,,,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Lagothrix,,,lugens,sapiens,Mantilla-Meluk H,2013,Lagothrix lugens sapiens
1198,,,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Lagothrix,,,lugens,lugens,Mantilla-Meluk H,2013,Lagothrix lugens lugens
1199,,,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae, Atelinae,,Lagothrix,,,lugens,defleri,Mantilla-Meluk,2013,Lagothrix lugens defleri
1200,,,0,0,0,1,Cheirogaleoidea,Prosimi/Strepsirrhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,marohita,,"Rasoloarison, Weisrock, Yoder, Rakotondravony, and Kappeler",2013,Microcebus marohita
1201,,,0,0,0,1,Cheirogaleoidea,Prosimi/Strepsirrhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,tanosi,,"Rasoloarison, Weisrock, Yoder, Rakotondravony, Kappeler",2013,Microcebus tanosi
1202,,,0,0,1,0,Lemuroidea,Prosimi/Strepsirrhini,Lemuriformes,Lepilemuridae,,,Lepilemur,,,sp nov #3,,,,Lepilemur sp nov #3
1203,,,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Kinda baboonCercopithecidae,,Papio,,,kindae,,Lönnberg,1919,Papio kindae
1204,,0,1,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,,illigeri,,Pucheran,1845,Saguinus illigeri
1205,,0,1,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,,lagonotus,,,,Saguinus lagonotus
1206,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,,nigrifrons,,I. Geoffroy,1850,Saguinus nigrifrons
1207,,1294,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,,cassiquiarensis,cassiquiarensis,Lesson,1840,Saimiri cassiquiarensis cassiquiarensis
1208,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Sapajus,,,cay,,Illiger,1815,Sapajus cay
1209,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Sapajus,,,robustus,,Kuhl,1820,Sapajus robustus
1210,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Sapajus,,,xanthosternos,,Wied-Neuwied,1826,Sapajus xanthosternos
1211,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Sapajus,,,nigritus,,Goldfuss,1809,Sapajus nigritus
1212,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Sapajus,,,libidinosus,,Spix,1823,Sapajus libidinosus
1213,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Sapajus,,,flavius,,Schreber,1774,Sapajus flavius
1214,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Sapajus,,,apella,,Linnaeus,1758,Sapajus apella
1215,,1214,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Sapajus,,,apella,apella,Linnaeus,1758,Sapajus apella apella
1216,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Sapajus,,,macrocephalus,,Spix,1823,Sapajus macrocephalus
1217,,1214,1,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Sapajus,,,apella,margaritae,Hollister,1914,Sapajus apella margaritae
1218,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Piliocolobus,,,badius,,Kerr,1792,Piliocolobus badius
1219,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Piliocolobus,,,temminckii,,Kuhl,1820,Piliocolobus temminckii
1220,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Piliocolobus,,,foai,,Pousargues,1899,Piliocolobus foai
1221,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Piliocolobus,,,semlikiensis,,Colyn,1991,Piliocolobus semlikiensis
1222,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Piliocolobus,,,gordonorum,,Matschie,1900,Piliocolobus gordonorum
1223,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Piliocolobus,,,kirkii,,Gray,1868,Piliocolobus kirkii
1224,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Piliocolobus,,,pennantii,,Waterhouse,1838,Piliocolobus pennantii
1225,,1149,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Allochrocebus,,lhoesti,preussi,insularis,Thomas,1910,Allochrocebus preussi insularis
1226,,825,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,,seniculus,juara,Elliot,1910,Alouatta seniculus juara
1227,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Piliocolobus,,,bouvieri,,Rochebrune,1887,Piliocolobus bouvieri
1228,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Piliocolobus,,,epieni,,Grubb & Powell,1999,Piliocolobus epieni
1229,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Piliocolobus,,,preussi,,Matschie,1900,Piliocolobus preussi
1230,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Piliocolobus,,,rufomitratus,,Peters,1879,Piliocolobus rufomitratus
1231,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Piliocolobus,,,langi,,J. A. Allen,1925,Piliocolobus langi
1232,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Piliocolobus,,,oustaleti,,Trouessart,1906,Piliocolobus oustaleti
